exam1,exam2,exam3,exam4,exam5,exam6,exam7,exam8,exam9,exam10
0385,0503,0581,0582,0868,1984,no_exam,no_exam,no_exam,no_exam
0442,0444,0452,0453,0454,no_exam,no_exam,no_exam,no_exam,no_exam
1459,1465,1479,1984,2207,no_exam,no_exam,no_exam,no_exam,no_exam
0385,0575,0868,1082,1686,no_exam,no_exam,no_exam,no_exam,no_exam
0268,0272,0277,0280,0284,no_exam,no_exam,no_exam,no_exam,no_exam
0158,0209,0660,1685,1984,no_exam,no_exam,no_exam,no_exam,no_exam
0140,0141,0198,0228,0239,0241,1786,no_exam,no_exam,no_exam
0503,0579,0580,0780,1677,no_exam,no_exam,no_exam,no_exam,no_exam
0138,1389,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam
1568,1794,2298,2312,2320,no_exam,no_exam,no_exam,no_exam,no_exam
0647,0656,0704,0706,1867,no_exam,no_exam,no_exam,no_exam,no_exam
0667,0757,0758,1531,1568,no_exam,no_exam,no_exam,no_exam,no_exam
0884,1810,1811,1812,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam
0573,1321,1322,1326,1327,1686,no_exam,no_exam,no_exam,no_exam
0637,0984,0985,2320,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam
0389,0393,0581,1985,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam
1316,2365,2368,2369,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam
1510,1898,2298,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam
0458,0491,0873,1465,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam
1279,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam
0104,0391,0660,0868,1173,no_exam,no_exam,no_exam,no_exam,no_exam
0696,0759,0764,0765,0770,1531,no_exam,no_exam,no_exam,no_exam
1281,2207,2221,2237,2249,no_exam,no_exam,no_exam,no_exam,no_exam
0748,0763,1685,1955,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam
0637,1575,1580,2342,2348,no_exam,no_exam,no_exam,no_exam,no_exam
1678,1687,1853,2067,2318,no_exam,no_exam,no_exam,no_exam,no_exam
0152,0541,0649,1798,1802,no_exam,no_exam,no_exam,no_exam,no_exam
0209,0455,0458,1347,2213,no_exam,no_exam,no_exam,no_exam,no_exam
0872,1089,1679,1787,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam
0572,0751,0988,0990,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam
1003,1004,1252,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam
1304,1308,1445,1786,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam
1042,1786,2071,2249,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam
0506,0873,1794,2101,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam
1815,1827,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam
0820,0835,0873,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam
0259,0386,1675,1952,1984,no_exam,no_exam,no_exam,no_exam,no_exam
0879,0888,1787,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam
0178,1317,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam
0505,1790,1795,1798,1899,no_exam,no_exam,no_exam,no_exam,no_exam
1653,1655,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam
0389,0503,0905,0950,1923,no_exam,no_exam,no_exam,no_exam,no_exam
0103,0391,0660,2159,2170,2175,no_exam,no_exam,no_exam,no_exam
0508,0575,0637,1678,1979,no_exam,no_exam,no_exam,no_exam,no_exam
0394,0473,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam
0901,1157,1447,1912,2250,no_exam,no_exam,no_exam,no_exam,no_exam
0385,0503,0575,0868,1686,no_exam,no_exam,no_exam,no_exam,no_exam
0046,0503,0637,1026,1615,1675,no_exam,no_exam,no_exam,no_exam
1590,1771,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam
0519,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam
1391,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam
0198,0199,0581,0582,1770,no_exam,no_exam,no_exam,no_exam,no_exam
0310,0663,1172,1396,1460,no_exam,no_exam,no_exam,no_exam,no_exam
1683,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam
0640,0748,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam
0096,0906,1494,1498,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam
1629,1631,1688,2032,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam
0780,1423,1792,1798,1810,1899,no_exam,no_exam,no_exam,no_exam
0386,0575,1677,2400,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam
0249,0541,1528,2323,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam
0677,0873,1463,1685,2029,2090,no_exam,no_exam,no_exam,no_exam
1538,2090,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam
0545,0547,0549,0951,1472,no_exam,no_exam,no_exam,no_exam,no_exam
1538,2296,2312,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam
0385,0573,1316,1685,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam
0155,0573,0883,1228,1955,no_exam,no_exam,no_exam,no_exam,no_exam
1639,1641,1693,1699,1991,2211,no_exam,no_exam,no_exam,no_exam
0143,0209,0395,0583,2216,no_exam,no_exam,no_exam,no_exam,no_exam
0363,0366,0367,0370,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam
0595,0806,1467,1842,2326,no_exam,no_exam,no_exam,no_exam,no_exam
1247,1529,1543,1640,1641,no_exam,no_exam,no_exam,no_exam,no_exam
0386,0388,0573,1050,1675,no_exam,no_exam,no_exam,no_exam,no_exam
0385,0574,0868,1686,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam
1135,1474,1673,2089,2187,no_exam,no_exam,no_exam,no_exam,no_exam
0047,0070,1359,1668,2357,no_exam,no_exam,no_exam,no_exam,no_exam
0269,0696,0722,0725,0729,no_exam,no_exam,no_exam,no_exam,no_exam
0806,1630,1688,1841,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam
0249,0256,1170,2098,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam
0391,0901,1153,1170,1199,2248,no_exam,no_exam,no_exam,no_exam
1538,2320,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam
0001,0003,1422,1687,1986,no_exam,no_exam,no_exam,no_exam,no_exam
0667,0756,0757,0763,1805,no_exam,no_exam,no_exam,no_exam,no_exam
1909,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam
0261,1204,2034,2042,2219,no_exam,no_exam,no_exam,no_exam,no_exam
0989,0990,0991,1982,2210,no_exam,no_exam,no_exam,no_exam,no_exam
1327,1618,1621,1622,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam
0542,0543,0870,0900,1297,no_exam,no_exam,no_exam,no_exam,no_exam
0385,1459,1677,2319,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam
1792,1793,1810,1812,1900,no_exam,no_exam,no_exam,no_exam,no_exam
0558,0560,0563,0593,0597,1529,no_exam,no_exam,no_exam,no_exam
0216,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam
0510,1133,1678,2249,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam
1627,1631,1688,1986,2068,no_exam,no_exam,no_exam,no_exam,no_exam
0503,0573,0868,1297,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam
0272,0277,0283,0294,1982,no_exam,no_exam,no_exam,no_exam,no_exam
0198,1915,1919,1924,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam
0119,0125,0132,0250,1349,1420,no_exam,no_exam,no_exam,no_exam
0385,1682,1786,2090,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam
2074,2099,2218,2228,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam
0379,0586,0587,1365,1678,no_exam,no_exam,no_exam,no_exam,no_exam
0752,1683,1758,1759,1761,no_exam,no_exam,no_exam,no_exam,no_exam
0104,0197,0572,0870,1070,1673,no_exam,no_exam,no_exam,no_exam
0426,0429,0430,0440,1688,no_exam,no_exam,no_exam,no_exam,no_exam
0391,0748,1685,1786,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam
0390,0950,1281,1462,1918,2067,no_exam,no_exam,no_exam,no_exam
0901,1465,2031,2206,2245,no_exam,no_exam,no_exam,no_exam,no_exam
0389,1359,2076,2083,2215,no_exam,no_exam,no_exam,no_exam,no_exam
0637,1445,1448,1673,2250,no_exam,no_exam,no_exam,no_exam,no_exam
1183,1343,1395,1670,2207,no_exam,no_exam,no_exam,no_exam,no_exam
0748,1567,1675,2277,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam
1065,1675,1786,2287,2296,no_exam,no_exam,no_exam,no_exam,no_exam
0807,0808,1627,1688,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam
0266,0272,0278,0780,0868,no_exam,no_exam,no_exam,no_exam,no_exam
0270,0868,1122,1673,2025,2067,no_exam,no_exam,no_exam,no_exam
1792,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam
0390,0958,1671,1956,2023,no_exam,no_exam,no_exam,no_exam,no_exam
0221,0386,0388,0572,1032,2069,no_exam,no_exam,no_exam,no_exam
0542,0543,0911,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam
0386,0573,0639,1675,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam
0718,1688,1776,1805,2211,no_exam,no_exam,no_exam,no_exam,no_exam
0808,0809,0810,1860,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam
0389,0573,1054,1297,1881,1952,no_exam,no_exam,no_exam,no_exam
0385,0503,0575,0868,2202,no_exam,no_exam,no_exam,no_exam,no_exam
1886,1891,2404,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam
0394,0579,1987,2250,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam
1668,2074,2077,2097,2247,no_exam,no_exam,no_exam,no_exam,no_exam
1447,1912,1913,1914,1923,no_exam,no_exam,no_exam,no_exam,no_exam
0574,0637,1678,1979,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam
1249,1805,2290,2361,2365,2366,no_exam,no_exam,no_exam,no_exam
1567,1575,2348,2349,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam
0909,0927,1855,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam
0718,0996,0999,1000,2204,no_exam,no_exam,no_exam,no_exam,no_exam
0573,1109,2099,2207,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam
0480,0481,0484,0485,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam
0109,0123,0124,2384,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam
1575,1580,1675,2343,2348,no_exam,no_exam,no_exam,no_exam,no_exam
1648,1652,1662,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam
0575,0637,1420,1677,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam
0265,0507,1979,2066,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam
0198,0199,0393,0559,0579,0580,no_exam,no_exam,no_exam,no_exam
0158,0423,2325,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam
0391,2159,2160,2162,2207,no_exam,no_exam,no_exam,no_exam,no_exam
2003,2006,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam
0541,1159,2076,2088,2218,no_exam,no_exam,no_exam,no_exam,no_exam
0575,1033,1708,1979,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam
1516,1521,1868,1948,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam
0507,1630,1687,1866,1986,no_exam,no_exam,no_exam,no_exam,no_exam
1527,1528,1534,1627,2248,no_exam,no_exam,no_exam,no_exam,no_exam
0654,0663,0868,1675,1956,no_exam,no_exam,no_exam,no_exam,no_exam
1575,1580,1673,2349,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam
1297,1754,1908,2419,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam
0385,0574,0868,1113,1686,no_exam,no_exam,no_exam,no_exam,no_exam
0386,0579,1423,1469,2098,no_exam,no_exam,no_exam,no_exam,no_exam
0574,0637,1677,2067,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam
0994,1684,1983,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam
0386,0507,1675,2250,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam
0575,0637,1462,1679,2364,no_exam,no_exam,no_exam,no_exam,no_exam
0351,0353,0355,1128,1675,2203,no_exam,no_exam,no_exam,no_exam
1072,1699,1702,2248,2326,no_exam,no_exam,no_exam,no_exam,no_exam
0538,0539,0540,0900,1186,2207,no_exam,no_exam,no_exam,no_exam
0759,0760,0763,0764,1568,2319,no_exam,no_exam,no_exam,no_exam
0041,0054,0096,0390,2084,no_exam,no_exam,no_exam,no_exam,no_exam
1891,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam
1059,2296,2303,2309,2312,no_exam,no_exam,no_exam,no_exam,no_exam
0389,1359,1445,2095,2207,no_exam,no_exam,no_exam,no_exam,no_exam
0363,0366,0367,0368,0677,1805,no_exam,no_exam,no_exam,no_exam
0005,0007,0010,1465,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam
0389,0503,0573,1109,1296,no_exam,no_exam,no_exam,no_exam,no_exam
0385,0503,0574,0868,1685,2250,no_exam,no_exam,no_exam,no_exam
1399,1618,1622,2106,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam
0573,1297,1881,2088,2228,no_exam,no_exam,no_exam,no_exam,no_exam
0142,0385,0573,0637,0870,1682,no_exam,no_exam,no_exam,no_exam
1471,1957,1962,2031,2089,2096,no_exam,no_exam,no_exam,no_exam
0310,0385,0870,1395,1675,no_exam,no_exam,no_exam,no_exam,no_exam
1359,1471,2098,2229,2234,no_exam,no_exam,no_exam,no_exam,no_exam
1527,1528,1532,2106,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam
1184,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam
1221,1257,1267,2091,2097,no_exam,no_exam,no_exam,no_exam,no_exam
0650,0728,1317,1794,1898,2249,no_exam,no_exam,no_exam,no_exam
0574,1059,1951,2083,2319,no_exam,no_exam,no_exam,no_exam,no_exam
0449,0453,0458,0468,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam
0632,1459,1460,1951,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam
1238,1581,1794,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam
1225,1465,2175,2176,2178,2287,no_exam,no_exam,no_exam,no_exam
0029,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam
0647,0722,2099,2106,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam
0950,0958,1671,1990,2249,no_exam,no_exam,no_exam,no_exam,no_exam
0958,0959,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam
0391,1195,1197,2207,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam
0868,1782,2279,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam
0873,1462,1787,1963,2029,2068,no_exam,no_exam,no_exam,no_exam
0397,0404,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam
1797,1810,1812,1816,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam
0426,0637,1021,1688,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam
0357,0363,0364,0366,0368,no_exam,no_exam,no_exam,no_exam,no_exam
1678,1979,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam
1500,1501,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam
0637,1031,2068,2210,2279,no_exam,no_exam,no_exam,no_exam,no_exam
0701,0812,1627,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam
0752,1762,1764,1771,2295,no_exam,no_exam,no_exam,no_exam,no_exam
0868,1447,1852,2022,2162,2176,2280,no_exam,no_exam,no_exam
0320,0541,1469,2069,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam
1163,1359,1953,2386,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam
0310,1064,1423,1462,2147,no_exam,no_exam,no_exam,no_exam,no_exam
0348,0391,1057,2249,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam
0189,0448,1539,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam
0013,0017,0022,0023,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam
0541,1469,1675,2203,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam
0516,0810,0811,0817,1988,no_exam,no_exam,no_exam,no_exam,no_exam
0103,0703,1213,1383,1476,2049,no_exam,no_exam,no_exam,no_exam
0631,1754,1908,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam
1566,1683,1758,1759,1761,no_exam,no_exam,no_exam,no_exam,no_exam
1171,1359,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam
0179,0226,0386,0583,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam
1155,1856,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam
0637,0642,0677,1395,1675,no_exam,no_exam,no_exam,no_exam,no_exam
0684,1538,1898,2296,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam
2365,2367,2370,2372,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam
0389,0573,1047,1881,1952,no_exam,no_exam,no_exam,no_exam,no_exam
0253,0884,1443,1806,1809,no_exam,no_exam,no_exam,no_exam,no_exam
1166,1478,2074,2090,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam
0449,0560,0563,1476,2203,no_exam,no_exam,no_exam,no_exam,no_exam
0446,0447,0450,0453,2247,no_exam,no_exam,no_exam,no_exam,no_exam
1443,1921,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam
0444,0446,1529,1627,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam
0627,0628,0629,1589,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam
0453,0460,0461,0470,1471,no_exam,no_exam,no_exam,no_exam,no_exam
1672,2255,2286,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam
1792,1793,1795,1797,1910,no_exam,no_exam,no_exam,no_exam,no_exam
0575,1019,1678,1979,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam
0392,0541,1752,1937,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam
0386,0575,1118,1686,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam
0806,1527,1532,1534,2101,no_exam,no_exam,no_exam,no_exam,no_exam
0752,1672,1759,1761,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam
0200,0202,0210,0392,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam
0637,0749,0753,1086,1675,no_exam,no_exam,no_exam,no_exam,no_exam
0391,0503,0642,0654,1483,1945,no_exam,no_exam,no_exam,no_exam
0104,0505,1796,2205,2318,no_exam,no_exam,no_exam,no_exam,no_exam
1531,1538,1805,1990,2031,2320,no_exam,no_exam,no_exam,no_exam
0656,0708,0711,0722,1160,no_exam,no_exam,no_exam,no_exam,no_exam
0503,1675,2090,2206,2316,no_exam,no_exam,no_exam,no_exam,no_exam
0385,0573,0698,1316,1673,no_exam,no_exam,no_exam,no_exam,no_exam
0677,0755,1568,1794,1853,no_exam,no_exam,no_exam,no_exam,no_exam
0391,0776,1137,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam
0809,0811,0832,0873,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam
1176,1675,1786,2245,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam
0392,1297,1884,1885,2098,no_exam,no_exam,no_exam,no_exam,no_exam
0432,0806,1529,1633,2090,no_exam,no_exam,no_exam,no_exam,no_exam
0389,0573,1297,2106,2235,no_exam,no_exam,no_exam,no_exam,no_exam
1805,2220,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam
0503,1673,1794,2294,2297,no_exam,no_exam,no_exam,no_exam,no_exam
0090,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam
0253,0405,0406,1463,2106,no_exam,no_exam,no_exam,no_exam,no_exam
0511,0512,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam
0505,1359,1460,1675,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam
0389,1912,1913,1982,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam
0649,0663,0698,0722,1443,no_exam,no_exam,no_exam,no_exam,no_exam
0507,1687,1986,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam
0246,0319,0950,2088,2232,no_exam,no_exam,no_exam,no_exam,no_exam
0385,0389,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam
0104,1082,1316,1675,1786,no_exam,no_exam,no_exam,no_exam,no_exam
0672,1768,1771,1778,2320,no_exam,no_exam,no_exam,no_exam,no_exam
0749,0754,0756,1786,2319,no_exam,no_exam,no_exam,no_exam,no_exam
0663,0678,0722,2382,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam
0673,0995,1771,1983,2209,no_exam,no_exam,no_exam,no_exam,no_exam
0575,1678,1979,2203,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam
0391,1169,1211,1316,1673,2168,no_exam,no_exam,no_exam,no_exam
0396,0541,1907,1937,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam
0558,0560,0563,0593,0597,no_exam,no_exam,no_exam,no_exam,no_exam
0391,0637,1028,1675,1787,no_exam,no_exam,no_exam,no_exam,no_exam
0664,0681,0722,0868,1898,2212,no_exam,no_exam,no_exam,no_exam
0104,0410,0412,1360,1985,no_exam,no_exam,no_exam,no_exam,no_exam
0379,0403,0594,2325,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam
0539,0541,0542,1463,2229,no_exam,no_exam,no_exam,no_exam,no_exam
0780,2095,2218,2226,2235,no_exam,no_exam,no_exam,no_exam,no_exam
0996,0999,1786,2280,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam
0748,0872,1945,2309,2312,no_exam,no_exam,no_exam,no_exam,no_exam
1295,1472,2155,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam
0246,1297,1470,2206,2276,no_exam,no_exam,no_exam,no_exam,no_exam
2068,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam
0575,1022,1678,1979,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam
0751,0984,0985,1576,1683,no_exam,no_exam,no_exam,no_exam,no_exam
0275,0292,1983,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam
0348,0904,0915,1859,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam
0319,0323,0324,0348,1471,no_exam,no_exam,no_exam,no_exam,no_exam
0624,0674,1774,1782,2320,no_exam,no_exam,no_exam,no_exam,no_exam
0814,0829,0830,1464,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam
0642,0663,0900,1461,1670,no_exam,no_exam,no_exam,no_exam,no_exam
1525,1526,1527,1528,1630,no_exam,no_exam,no_exam,no_exam,no_exam
0637,1684,1768,1770,1983,no_exam,no_exam,no_exam,no_exam,no_exam
0913,1185,1855,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam
1393,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam
1784,2296,2297,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam
0105,1673,1927,2098,2249,no_exam,no_exam,no_exam,no_exam,no_exam
0642,0677,1565,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam
0319,0538,0950,1154,1981,2025,no_exam,no_exam,no_exam,no_exam
1196,1281,2145,2229,2234,2237,no_exam,no_exam,no_exam,no_exam
0103,0950,1393,1461,2245,no_exam,no_exam,no_exam,no_exam,no_exam
0280,0284,0295,1234,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam
0356,0370,1805,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam
1754,1908,2419,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam
1886,1891,2404,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam
0103,0390,0950,1400,2084,no_exam,no_exam,no_exam,no_exam,no_exam
0390,1601,1671,2071,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam
0078,1029,1670,2222,2260,no_exam,no_exam,no_exam,no_exam,no_exam
0128,0129,0253,1400,2210,no_exam,no_exam,no_exam,no_exam,no_exam
0559,0568,0600,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam
0780,1944,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam
0076,0543,1912,2068,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam
1886,1887,1888,1890,2405,no_exam,no_exam,no_exam,no_exam,no_exam
0392,1395,1752,1937,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam
1666,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam
1393,1400,1619,1620,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam
0282,0503,0868,0985,1673,no_exam,no_exam,no_exam,no_exam,no_exam
0575,0637,1678,1979,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam
1887,1888,1890,2405,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam
0575,0637,1678,1979,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam
0755,1240,1805,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam
0883,1803,1810,1812,2045,no_exam,no_exam,no_exam,no_exam,no_exam
0261,0637,1058,2067,2206,no_exam,no_exam,no_exam,no_exam,no_exam
0322,0326,1210,1316,2380,no_exam,no_exam,no_exam,no_exam,no_exam
1031,2071,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam
0758,0759,0766,1568,1805,no_exam,no_exam,no_exam,no_exam,no_exam
0139,0140,0141,0179,0182,0884,no_exam,no_exam,no_exam,no_exam
1138,1668,1912,2083,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam
0623,0994,1766,2320,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam
0541,1895,1897,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam
1451,2083,2227,2229,2233,no_exam,no_exam,no_exam,no_exam,no_exam
0378,0586,0587,0870,1691,1993,1994,no_exam,no_exam,no_exam
0391,0642,0654,1164,2380,no_exam,no_exam,no_exam,no_exam,no_exam
0575,0637,1678,1935,1979,no_exam,no_exam,no_exam,no_exam,no_exam
0904,0916,1446,1463,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam
0078,0390,1183,1463,2171,no_exam,no_exam,no_exam,no_exam,no_exam
1752,1937,1984,2067,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam
0911,0917,0941,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam
1167,2093,2098,2116,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam
0544,2146,2147,2171,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam
