exam1,exam2,exam3,exam4,exam5,exam6,exam7,exam8,exam9
0094,0096,0097,0100,0121,0168,no_exam,no_exam,no_exam
0089,0091,0093,0096,0257,0435,no_exam,no_exam,no_exam
0150,0253,0270,0271,0272,0275,0278,no_exam,no_exam
0296,0326,0331,0332,0435,no_exam,no_exam,no_exam,no_exam
0168,0253,0326,0331,no_exam,no_exam,no_exam,no_exam,no_exam
0089,0091,0093,0119,no_exam,no_exam,no_exam,no_exam,no_exam
0090,0091,0093,0094,0435,no_exam,no_exam,no_exam,no_exam
0090,0092,0094,0096,0097,0212,no_exam,no_exam,no_exam
0176,0177,0180,0397,no_exam,no_exam,no_exam,no_exam,no_exam
0178,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam
0098,0099,0101,0102,0103,0168,no_exam,no_exam,no_exam
0145,0212,0256,0264,0272,no_exam,no_exam,no_exam,no_exam
0041,0172,0293,0322,0397,no_exam,no_exam,no_exam,no_exam
0323,0331,0336,0340,0342,no_exam,no_exam,no_exam,no_exam
0178,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam
0172,0325,0327,0341,no_exam,no_exam,no_exam,no_exam,no_exam
0176,0180,0181,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam
0329,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam
0091,0094,0096,0119,0254,0396,0435,no_exam,no_exam
0329,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam
0326,0331,0332,0342,0435,no_exam,no_exam,no_exam,no_exam
0174,0177,0182,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam
0254,0441,0442,0448,0452,no_exam,no_exam,no_exam,no_exam
0087,0089,0168,0320,no_exam,no_exam,no_exam,no_exam,no_exam
0174,0177,0181,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam
0171,0174,0179,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam
0322,0324,0325,0327,no_exam,no_exam,no_exam,no_exam,no_exam
0091,0093,0119,0320,no_exam,no_exam,no_exam,no_exam,no_exam
0173,0174,0212,0317,no_exam,no_exam,no_exam,no_exam,no_exam
0257,0442,0444,0446,0452,no_exam,no_exam,no_exam,no_exam
0008,0357,0360,0382,0383,no_exam,no_exam,no_exam,no_exam
0181,0182,0255,0296,no_exam,no_exam,no_exam,no_exam,no_exam
0172,0212,0296,0325,0327,no_exam,no_exam,no_exam,no_exam
0041,0168,0212,0322,0327,no_exam,no_exam,no_exam,no_exam
0046,0168,0253,0323,0340,0396,no_exam,no_exam,no_exam
0179,0316,0317,0321,no_exam,no_exam,no_exam,no_exam,no_exam
0001,0165,0252,0366,0394,no_exam,no_exam,no_exam,no_exam
0040,0254,0434,0441,no_exam,no_exam,no_exam,no_exam,no_exam
0173,0174,0177,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam
0168,0212,0254,0326,0341,no_exam,no_exam,no_exam,no_exam
0090,0093,0119,0212,0253,no_exam,no_exam,no_exam,no_exam
0212,0254,0293,0322,no_exam,no_exam,no_exam,no_exam,no_exam
0141,0173,0174,0264,no_exam,no_exam,no_exam,no_exam,no_exam
0182,0192,0257,0435,0461,no_exam,no_exam,no_exam,no_exam
0435,0437,0441,0442,no_exam,no_exam,no_exam,no_exam,no_exam
0171,0174,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam
0180,0181,0212,0255,no_exam,no_exam,no_exam,no_exam,no_exam
0019,0020,0021,0028,0030,0031,no_exam,no_exam,no_exam
0090,0091,0092,0096,0119,0257,no_exam,no_exam,no_exam
0326,0328,0333,0334,no_exam,no_exam,no_exam,no_exam,no_exam
0181,0182,0253,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam
0002,0143,0260,0354,0386,no_exam,no_exam,no_exam,no_exam
0186,0192,0193,0257,0318,0435,no_exam,no_exam,no_exam
0173,0174,0317,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam
0252,0253,0258,0319,0322,0325,0327,no_exam,no_exam
0167,0217,0218,0357,0360,0388,0396,no_exam,no_exam
0018,0210,0252,0290,0396,no_exam,no_exam,no_exam,no_exam
0087,0088,0089,0093,no_exam,no_exam,no_exam,no_exam,no_exam
0041,0293,0317,0319,0395,no_exam,no_exam,no_exam,no_exam
0090,0094,0097,0172,0257,no_exam,no_exam,no_exam,no_exam
0046,0168,0179,0331,0332,no_exam,no_exam,no_exam,no_exam
0085,0086,0252,0320,no_exam,no_exam,no_exam,no_exam,no_exam
0173,0174,0254,0262,no_exam,no_exam,no_exam,no_exam,no_exam
0141,0254,0265,0267,0295,no_exam,no_exam,no_exam,no_exam
0180,0181,0254,0461,no_exam,no_exam,no_exam,no_exam,no_exam
0176,0180,0192,0212,no_exam,no_exam,no_exam,no_exam,no_exam
0008,0357,0366,0388,no_exam,no_exam,no_exam,no_exam,no_exam
0184,0190,0192,0252,0295,0317,no_exam,no_exam,no_exam
0090,0091,0094,0121,0254,no_exam,no_exam,no_exam,no_exam
0113,0211,0292,0414,no_exam,no_exam,no_exam,no_exam,no_exam
0096,0097,0254,0320,0435,no_exam,no_exam,no_exam,no_exam
0258,0293,0317,0321,0396,no_exam,no_exam,no_exam,no_exam
0118,0119,0127,0254,0293,0396,no_exam,no_exam,no_exam
0179,0254,0296,0333,0339,0399,no_exam,no_exam,no_exam
0003,0005,0008,0215,0352,0353,0395,no_exam,no_exam
0296,0331,0333,0334,0339,0340,no_exam,no_exam,no_exam
0086,0088,0121,0212,no_exam,no_exam,no_exam,no_exam,no_exam
0184,0185,0188,0190,no_exam,no_exam,no_exam,no_exam,no_exam
0039,0247,0289,0393,0414,no_exam,no_exam,no_exam,no_exam
0180,0184,0191,0193,no_exam,no_exam,no_exam,no_exam,no_exam
0040,0173,0174,0395,no_exam,no_exam,no_exam,no_exam,no_exam
0297,0298,0299,0300,0301,no_exam,no_exam,no_exam,no_exam
0003,0005,0008,0215,0357,0360,no_exam,no_exam,no_exam
0150,0256,0269,0271,0275,0277,no_exam,no_exam,no_exam
0090,0094,0097,0100,0103,0121,0396,no_exam,no_exam
0092,0094,0097,0102,0121,0168,no_exam,no_exam,no_exam
0254,0293,0319,0322,0325,no_exam,no_exam,no_exam,no_exam
0097,0102,0121,0435,no_exam,no_exam,no_exam,no_exam,no_exam
0326,0328,0331,0332,0339,0395,0435,no_exam,no_exam
0180,0181,0192,0255,0295,no_exam,no_exam,no_exam,no_exam
0296,0326,0332,0339,0435,no_exam,no_exam,no_exam,no_exam
0148,0150,0151,0152,0153,0254,no_exam,no_exam,no_exam
0181,0182,0257,0435,no_exam,no_exam,no_exam,no_exam,no_exam
0177,0180,0192,0257,no_exam,no_exam,no_exam,no_exam,no_exam
0254,0323,0327,0328,0341,no_exam,no_exam,no_exam,no_exam
0366,0378,0379,0382,0383,no_exam,no_exam,no_exam,no_exam
0214,0366,0378,0379,0380,no_exam,no_exam,no_exam,no_exam
0142,0173,0253,0262,0295,no_exam,no_exam,no_exam,no_exam
0090,0091,0093,0096,0121,0254,no_exam,no_exam,no_exam
0086,0088,0092,0168,0172,no_exam,no_exam,no_exam,no_exam
0247,0292,0317,0318,0396,no_exam,no_exam,no_exam,no_exam
0112,0211,0251,0292,0395,0413,no_exam,no_exam,no_exam
0095,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam
0087,0088,0089,0121,0212,no_exam,no_exam,no_exam,no_exam
0177,0181,0212,0254,0318,no_exam,no_exam,no_exam,no_exam
0097,0102,0121,0168,0254,0320,no_exam,no_exam,no_exam
0090,0094,0097,0100,0102,0254,no_exam,no_exam,no_exam
0329,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam
0296,0323,0326,0332,0338,no_exam,no_exam,no_exam,no_exam
0184,0186,0193,0254,0353,0452,no_exam,no_exam,no_exam
0176,0179,0181,0212,0257,no_exam,no_exam,no_exam,no_exam
0117,0123,0127,0128,0254,no_exam,no_exam,no_exam,no_exam
0172,0212,0254,0323,0326,0396,no_exam,no_exam,no_exam
0189,0192,0193,0255,0295,0353,no_exam,no_exam,no_exam
0093,0097,0099,0100,0102,0172,no_exam,no_exam,no_exam
0179,0258,0325,0342,no_exam,no_exam,no_exam,no_exam,no_exam
0329,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam
0228,0296,0333,0339,0340,0343,no_exam,no_exam,no_exam
0084,0119,0124,0212,0257,0353,no_exam,no_exam,no_exam
0041,0246,0293,0321,no_exam,no_exam,no_exam,no_exam,no_exam
0086,0088,0172,0320,no_exam,no_exam,no_exam,no_exam,no_exam
0168,0212,0253,0434,0437,no_exam,no_exam,no_exam,no_exam
0245,0293,0317,0354,no_exam,no_exam,no_exam,no_exam,no_exam
0164,0210,0247,0290,0365,0393,no_exam,no_exam,no_exam
0378,0379,0382,0383,0386,no_exam,no_exam,no_exam,no_exam
0002,0253,0378,0379,0382,no_exam,no_exam,no_exam,no_exam
0040,0251,0292,0318,0320,0395,no_exam,no_exam,no_exam
0087,0088,0119,0168,no_exam,no_exam,no_exam,no_exam,no_exam
0001,0356,0358,0386,0387,no_exam,no_exam,no_exam,no_exam
0164,0211,0252,0291,0366,no_exam,no_exam,no_exam,no_exam
0141,0212,0267,0435,no_exam,no_exam,no_exam,no_exam,no_exam
0168,0252,0317,0321,no_exam,no_exam,no_exam,no_exam,no_exam
0041,0254,0258,0293,0327,no_exam,no_exam,no_exam,no_exam
0041,0253,0293,0322,0399,no_exam,no_exam,no_exam,no_exam
0115,0118,0254,0293,no_exam,no_exam,no_exam,no_exam,no_exam
0040,0112,0252,0293,no_exam,no_exam,no_exam,no_exam,no_exam
0095,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam
0040,0112,0251,0258,0289,no_exam,no_exam,no_exam,no_exam
0148,0151,0152,0254,0265,0296,no_exam,no_exam,no_exam
0323,0326,0332,0343,0435,no_exam,no_exam,no_exam,no_exam
0180,0212,0252,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam
0329,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam
0253,0293,0317,0320,0393,no_exam,no_exam,no_exam,no_exam
0090,0091,0094,0119,0253,0394,no_exam,no_exam,no_exam
0323,0326,0338,0340,no_exam,no_exam,no_exam,no_exam,no_exam
0329,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam
0187,0192,0253,0353,0461,no_exam,no_exam,no_exam,no_exam
0116,0117,0124,0127,0128,0243,no_exam,no_exam,no_exam
0093,0097,0099,0100,0102,0121,0254,no_exam,no_exam
0167,0214,0380,0382,0383,no_exam,no_exam,no_exam,no_exam
0185,0186,0257,0396,0435,0452,no_exam,no_exam,no_exam
0212,0366,0378,0386,no_exam,no_exam,no_exam,no_exam,no_exam
0041,0212,0317,0319,0396,no_exam,no_exam,no_exam,no_exam
0319,0323,0326,0327,no_exam,no_exam,no_exam,no_exam,no_exam
0002,0378,0379,0380,0387,no_exam,no_exam,no_exam,no_exam
0255,0298,0302,0303,0354,0391,no_exam,no_exam,no_exam
0002,0353,0377,0386,0387,no_exam,no_exam,no_exam,no_exam
0145,0212,0254,0267,0268,0396,no_exam,no_exam,no_exam
0143,0260,0360,0370,0371,no_exam,no_exam,no_exam,no_exam
0381,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam
0180,0181,0182,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam
0041,0211,0244,0317,0319,no_exam,no_exam,no_exam,no_exam
0178,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam
0180,0182,0192,0353,no_exam,no_exam,no_exam,no_exam,no_exam
0180,0182,0192,0253,no_exam,no_exam,no_exam,no_exam,no_exam
0180,0181,0182,0318,0461,no_exam,no_exam,no_exam,no_exam
0090,0091,0093,0094,0100,0212,no_exam,no_exam,no_exam
0214,0378,0379,0380,0382,0383,no_exam,no_exam,no_exam
0246,0420,0422,0423,0424,no_exam,no_exam,no_exam,no_exam
0378,0379,0382,0383,0388,no_exam,no_exam,no_exam,no_exam
0141,0142,0144,0254,0264,0394,no_exam,no_exam,no_exam
0001,0164,0353,0367,0385,no_exam,no_exam,no_exam,no_exam
0053,0331,0333,0336,no_exam,no_exam,no_exam,no_exam,no_exam
0001,0259,0352,0366,0386,no_exam,no_exam,no_exam,no_exam
0003,0005,0360,0361,0388,no_exam,no_exam,no_exam,no_exam
0253,0333,0334,0336,0341,0396,0452,no_exam,no_exam
0148,0150,0151,0152,0254,0255,0278,no_exam,no_exam
0168,0323,0325,0328,no_exam,no_exam,no_exam,no_exam,no_exam
0141,0212,0267,0268,no_exam,no_exam,no_exam,no_exam,no_exam
0115,0118,0127,0452,no_exam,no_exam,no_exam,no_exam,no_exam
0251,0395,0414,0436,0437,no_exam,no_exam,no_exam,no_exam
0087,0088,0089,0113,no_exam,no_exam,no_exam,no_exam,no_exam
0040,0212,0432,0434,0437,no_exam,no_exam,no_exam,no_exam
0179,0244,0255,0293,no_exam,no_exam,no_exam,no_exam,no_exam
0172,0227,0254,0396,0400,0401,no_exam,no_exam,no_exam
0094,0097,0100,0103,0121,0257,no_exam,no_exam,no_exam
0443,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam
0183,0257,0317,0435,0452,no_exam,no_exam,no_exam,no_exam
0172,0212,0254,0323,0325,no_exam,no_exam,no_exam,no_exam
0245,0253,0293,0295,0299,no_exam,no_exam,no_exam,no_exam
0019,0021,0026,0028,0030,0031,no_exam,no_exam,no_exam
0180,0182,0192,0461,no_exam,no_exam,no_exam,no_exam,no_exam
0212,0253,0437,0439,0440,no_exam,no_exam,no_exam,no_exam
0254,0266,0268,0272,0274,0275,0435,no_exam,no_exam
0168,0254,0322,0325,no_exam,no_exam,no_exam,no_exam,no_exam
0172,0255,0449,0451,0452,no_exam,no_exam,no_exam,no_exam
0214,0253,0377,0387,0396,no_exam,no_exam,no_exam,no_exam
0168,0172,0253,0258,0323,0340,no_exam,no_exam,no_exam
0140,0173,0244,0295,no_exam,no_exam,no_exam,no_exam,no_exam
0381,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam
0145,0266,0274,0275,0435,no_exam,no_exam,no_exam,no_exam
0329,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam
0097,0099,0100,0102,0168,0172,no_exam,no_exam,no_exam
0381,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam
0091,0093,0094,0096,0254,0435,no_exam,no_exam,no_exam
0329,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam
0090,0094,0097,0100,0103,0121,no_exam,no_exam,no_exam
0253,0269,0271,0272,0274,no_exam,no_exam,no_exam,no_exam
0090,0091,0092,0096,0168,no_exam,no_exam,no_exam,no_exam
0395,0434,0437,0441,0442,no_exam,no_exam,no_exam,no_exam
0244,0293,0321,0327,no_exam,no_exam,no_exam,no_exam,no_exam
0040,0097,0102,0257,0320,0435,no_exam,no_exam,no_exam
0212,0258,0292,0325,0395,no_exam,no_exam,no_exam,no_exam
0329,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam
0168,0323,0326,0327,0341,0395,no_exam,no_exam,no_exam
0172,0212,0254,0323,0326,no_exam,no_exam,no_exam,no_exam
0177,0180,0181,0212,0317,no_exam,no_exam,no_exam,no_exam
0254,0257,0298,0300,0302,0303,no_exam,no_exam,no_exam
0041,0293,0322,0327,no_exam,no_exam,no_exam,no_exam,no_exam
0168,0254,0434,0435,0441,no_exam,no_exam,no_exam,no_exam
0176,0179,0252,0320,no_exam,no_exam,no_exam,no_exam,no_exam
0352,0378,0379,0386,0387,no_exam,no_exam,no_exam,no_exam
0319,0326,0331,0340,0341,no_exam,no_exam,no_exam,no_exam
0172,0212,0327,0341,no_exam,no_exam,no_exam,no_exam,no_exam
0172,0212,0253,0343,no_exam,no_exam,no_exam,no_exam,no_exam
0180,0181,0182,0212,0255,no_exam,no_exam,no_exam,no_exam
0051,0056,0058,0168,0228,0257,0396,no_exam,no_exam
0176,0181,0192,0296,0435,no_exam,no_exam,no_exam,no_exam
0145,0272,0274,0277,0396,no_exam,no_exam,no_exam,no_exam
0212,0323,0325,0327,no_exam,no_exam,no_exam,no_exam,no_exam
0039,0186,0193,0257,0318,0435,no_exam,no_exam,no_exam
0092,0094,0097,0099,0102,0255,no_exam,no_exam,no_exam
0145,0255,0265,0266,0269,0277,no_exam,no_exam,no_exam
0174,0190,0253,0353,0435,no_exam,no_exam,no_exam,no_exam
0329,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam
0086,0244,0253,0293,0396,no_exam,no_exam,no_exam,no_exam
0172,0258,0327,0328,0395,no_exam,no_exam,no_exam,no_exam
0329,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam
0168,0258,0323,0326,no_exam,no_exam,no_exam,no_exam,no_exam
0176,0181,0258,0295,no_exam,no_exam,no_exam,no_exam,no_exam
0254,0258,0323,0325,0327,0396,no_exam,no_exam,no_exam
0357,0378,0379,0382,0383,no_exam,no_exam,no_exam,no_exam
0088,0091,0093,0119,0257,0435,no_exam,no_exam,no_exam
0360,0361,0378,0382,0388,0396,no_exam,no_exam,no_exam
0123,0124,0126,0212,0258,0353,no_exam,no_exam,no_exam
0040,0084,0253,0292,0320,no_exam,no_exam,no_exam,no_exam
0041,0168,0321,0322,no_exam,no_exam,no_exam,no_exam,no_exam
0190,0193,0257,0296,0353,0461,no_exam,no_exam,no_exam
0189,0193,0296,0353,0461,no_exam,no_exam,no_exam,no_exam
0112,0316,0317,0318,no_exam,no_exam,no_exam,no_exam,no_exam
0296,0332,0339,0340,0435,no_exam,no_exam,no_exam,no_exam
0329,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam
0002,0378,0379,0382,0383,no_exam,no_exam,no_exam,no_exam
0176,0179,0180,0295,0353,no_exam,no_exam,no_exam,no_exam
0092,0096,0119,0212,0253,no_exam,no_exam,no_exam,no_exam
0212,0251,0377,0386,0387,no_exam,no_exam,no_exam,no_exam
0217,0218,0357,0366,0430,no_exam,no_exam,no_exam,no_exam
0018,0019,0020,0021,0028,0396,no_exam,no_exam,no_exam
0251,0326,0333,0334,0335,0336,0395,no_exam,no_exam
0090,0093,0094,0119,0212,0257,no_exam,no_exam,no_exam
0172,0252,0326,0327,no_exam,no_exam,no_exam,no_exam,no_exam
0168,0323,0326,0327,no_exam,no_exam,no_exam,no_exam,no_exam
0318,0353,0435,0461,no_exam,no_exam,no_exam,no_exam,no_exam
0168,0172,0254,0327,0328,no_exam,no_exam,no_exam,no_exam
0253,0319,0322,0325,no_exam,no_exam,no_exam,no_exam,no_exam
0228,0246,0327,0340,no_exam,no_exam,no_exam,no_exam,no_exam
0001,0352,0378,0379,0382,no_exam,no_exam,no_exam,no_exam
0168,0212,0319,0327,no_exam,no_exam,no_exam,no_exam,no_exam
0024,0026,0029,0030,0031,0252,0394,no_exam,no_exam
0084,0172,0253,0292,no_exam,no_exam,no_exam,no_exam,no_exam
0084,0113,0252,0292,0396,no_exam,no_exam,no_exam,no_exam
0003,0005,0360,0361,no_exam,no_exam,no_exam,no_exam,no_exam
0090,0091,0093,0094,0097,0100,no_exam,no_exam,no_exam
0146,0150,0257,0266,0271,0276,0435,no_exam,no_exam
0172,0212,0325,0327,0396,no_exam,no_exam,no_exam,no_exam
0092,0097,0102,0172,0255,0399,no_exam,no_exam,no_exam
0254,0326,0327,0332,0339,0435,no_exam,no_exam,no_exam
0228,0326,0327,0339,no_exam,no_exam,no_exam,no_exam,no_exam
0148,0151,0152,0254,0268,0435,no_exam,no_exam,no_exam
0211,0292,0394,0415,0416,no_exam,no_exam,no_exam,no_exam
0168,0331,0332,0339,0341,0435,no_exam,no_exam,no_exam
0181,0192,0254,0435,no_exam,no_exam,no_exam,no_exam,no_exam
0123,0124,0127,0212,0258,0292,no_exam,no_exam,no_exam
0090,0091,0092,0093,0094,0096,0257,no_exam,no_exam
0186,0190,0193,0254,0396,0461,no_exam,no_exam,no_exam
0045,0051,0058,0060,0253,no_exam,no_exam,no_exam,no_exam
0168,0172,0252,0324,0325,0328,no_exam,no_exam,no_exam
0381,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam
0090,0091,0092,0097,0102,0121,0396,0435,no_exam
0113,0293,0395,0414,no_exam,no_exam,no_exam,no_exam,no_exam
0085,0086,0254,0320,no_exam,no_exam,no_exam,no_exam,no_exam
0142,0173,0262,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam
0085,0086,0092,0113,0212,0320,no_exam,no_exam,no_exam
0182,0185,0212,0255,0297,0300,0396,no_exam,no_exam
0090,0091,0093,0096,0121,0254,no_exam,no_exam,no_exam
0040,0254,0293,0414,no_exam,no_exam,no_exam,no_exam,no_exam
0329,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam
0172,0254,0397,0436,0442,no_exam,no_exam,no_exam,no_exam
0212,0254,0258,0327,0341,no_exam,no_exam,no_exam,no_exam
0253,0264,0265,0267,0268,no_exam,no_exam,no_exam,no_exam
0087,0088,0089,0168,0212,0255,no_exam,no_exam,no_exam
0179,0183,0185,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam
0176,0177,0179,0212,0253,no_exam,no_exam,no_exam,no_exam
0168,0252,0435,0436,no_exam,no_exam,no_exam,no_exam,no_exam
0176,0180,0182,0255,0353,no_exam,no_exam,no_exam,no_exam
0179,0331,0332,0334,0335,no_exam,no_exam,no_exam,no_exam
0168,0254,0445,0447,0450,0452,no_exam,no_exam,no_exam
0089,0090,0091,0094,0096,0121,0257,no_exam,no_exam
0091,0096,0119,0257,0435,no_exam,no_exam,no_exam,no_exam
0168,0319,0323,0327,no_exam,no_exam,no_exam,no_exam,no_exam
0085,0086,0113,0255,no_exam,no_exam,no_exam,no_exam,no_exam
0009,0010,0011,0215,0360,0361,0396,no_exam,no_exam
0040,0172,0252,0436,no_exam,no_exam,no_exam,no_exam,no_exam
0148,0151,0152,0153,0256,0435,no_exam,no_exam,no_exam
0095,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam
0254,0323,0326,0331,0341,0396,no_exam,no_exam,no_exam
0142,0145,0251,0268,0461,no_exam,no_exam,no_exam,no_exam
0228,0254,0328,0333,0339,0341,0343,no_exam,no_exam
0186,0190,0353,0461,no_exam,no_exam,no_exam,no_exam,no_exam
0225,0226,0231,0255,0402,0415,no_exam,no_exam,no_exam
0323,0324,0327,0328,no_exam,no_exam,no_exam,no_exam,no_exam
0168,0179,0296,0333,0335,no_exam,no_exam,no_exam,no_exam
0254,0266,0269,0277,0461,no_exam,no_exam,no_exam,no_exam
0254,0293,0326,0327,no_exam,no_exam,no_exam,no_exam,no_exam
0180,0181,0182,0212,0253,no_exam,no_exam,no_exam,no_exam
0177,0181,0182,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam
0442,0446,0448,0452,0453,no_exam,no_exam,no_exam,no_exam
0003,0005,0215,0353,0388,no_exam,no_exam,no_exam,no_exam
0329,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam
0177,0180,0181,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam
0171,0172,0252,0292,no_exam,no_exam,no_exam,no_exam,no_exam
0184,0190,0212,0396,0435,no_exam,no_exam,no_exam,no_exam
0296,0335,0340,0341,no_exam,no_exam,no_exam,no_exam,no_exam
0357,0379,0380,0382,0383,0388,no_exam,no_exam,no_exam
0247,0357,0358,0382,0383,0388,no_exam,no_exam,no_exam
0184,0189,0191,0193,0212,0461,no_exam,no_exam,no_exam
0177,0181,0212,0257,no_exam,no_exam,no_exam,no_exam,no_exam
0329,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam
0177,0182,0255,0461,no_exam,no_exam,no_exam,no_exam,no_exam
0184,0245,0300,0301,0303,0305,0396,0415,no_exam
0172,0212,0327,0338,no_exam,no_exam,no_exam,no_exam,no_exam
0171,0173,0174,0318,no_exam,no_exam,no_exam,no_exam,no_exam
0095,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam
0176,0177,0180,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam
0088,0091,0092,0093,0094,no_exam,no_exam,no_exam,no_exam
0399,0441,0446,0448,0452,no_exam,no_exam,no_exam,no_exam
0179,0328,0334,0341,0343,no_exam,no_exam,no_exam,no_exam
0331,0333,0343,0435,no_exam,no_exam,no_exam,no_exam,no_exam
0326,0331,0333,0340,0341,0343,no_exam,no_exam,no_exam
0245,0266,0270,0276,0277,0435,no_exam,no_exam,no_exam
0174,0184,0190,0193,0435,0461,no_exam,no_exam,no_exam
0328,0331,0333,0341,0343,no_exam,no_exam,no_exam,no_exam
0296,0331,0333,0343,0435,no_exam,no_exam,no_exam,no_exam
0353,0404,0405,0406,0407,no_exam,no_exam,no_exam,no_exam
0098,0099,0101,0102,0104,no_exam,no_exam,no_exam,no_exam
0403,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam
0326,0331,0333,0435,no_exam,no_exam,no_exam,no_exam,no_exam
0040,0254,0292,0318,0395,no_exam,no_exam,no_exam,no_exam
0098,0101,0102,0103,no_exam,no_exam,no_exam,no_exam,no_exam
0098,0099,0101,0102,0103,0104,no_exam,no_exam,no_exam
0245,0331,0333,0334,0343,0435,no_exam,no_exam,no_exam
0254,0353,0396,0404,0405,0406,no_exam,no_exam,no_exam
0296,0331,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam
0097,0098,0100,0102,0104,0252,no_exam,no_exam,no_exam
0174,0181,0293,0317,0396,no_exam,no_exam,no_exam,no_exam
0254,0324,0326,0332,0341,no_exam,no_exam,no_exam,no_exam
0243,0353,0396,0404,0405,0406,0407,no_exam,no_exam
0353,0396,0404,0405,0406,0407,no_exam,no_exam,no_exam
0177,0184,0189,0191,0353,no_exam,no_exam,no_exam,no_exam
0408,0409,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam
0147,0151,0153,0173,0268,0293,0396,no_exam,no_exam
0247,0288,0289,0414,no_exam,no_exam,no_exam,no_exam,no_exam
0179,0245,0253,0333,0334,0337,no_exam,no_exam,no_exam
0147,0149,0151,0153,0256,0461,no_exam,no_exam,no_exam
0296,0326,0331,0333,no_exam,no_exam,no_exam,no_exam,no_exam
0144,0147,0149,0151,0153,0269,no_exam,no_exam,no_exam
0177,0182,0317,0396,no_exam,no_exam,no_exam,no_exam,no_exam
0144,0147,0150,0151,0256,0265,no_exam,no_exam,no_exam
0146,0148,0150,0151,0152,0269,no_exam,no_exam,no_exam
0329,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam
0180,0184,0189,0255,0353,0435,no_exam,no_exam,no_exam
0171,0173,0258,0392,no_exam,no_exam,no_exam,no_exam,no_exam
0225,0228,0240,0241,0242,0302,no_exam,no_exam,no_exam
0098,0099,0101,0102,0254,no_exam,no_exam,no_exam,no_exam
0329,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam
0181,0182,0255,0318,no_exam,no_exam,no_exam,no_exam,no_exam
0255,0438,0444,0451,0452,no_exam,no_exam,no_exam,no_exam
0212,0254,0318,0397,0400,0401,no_exam,no_exam,no_exam
0039,0144,0150,0174,0212,no_exam,no_exam,no_exam,no_exam
0093,0094,0099,0101,0102,0104,0168,no_exam,no_exam
0255,0353,0402,0405,0435,no_exam,no_exam,no_exam,no_exam
0143,0214,0260,0371,no_exam,no_exam,no_exam,no_exam,no_exam
