exam1,exam2,exam3,exam4,exam5,exam6,exam7
0077,0078,0080,no_exam,no_exam,no_exam,no_exam
0092,0097,0099,no_exam,no_exam,no_exam,no_exam
0051,0052,0053,0054,0055,no_exam,no_exam
0091,0092,0096,0098,no_exam,no_exam,no_exam
0087,0091,0094,0097,no_exam,no_exam,no_exam
0075,0112,0113,0139,no_exam,no_exam,no_exam
0092,0093,0096,no_exam,no_exam,no_exam,no_exam
0145,0146,0148,0151,no_exam,no_exam,no_exam
0152,0154,0157,0162,no_exam,no_exam,no_exam
0016,0077,0078,0079,0080,no_exam,no_exam
0051,0059,0060,no_exam,no_exam,no_exam,no_exam
0056,0058,0059,0060,no_exam,no_exam,no_exam
0086,0145,0146,0148,0151,no_exam,no_exam
0090,0091,0092,0098,no_exam,no_exam,no_exam
0053,0055,0106,0143,no_exam,no_exam,no_exam
0069,0070,0071,0072,0073,no_exam,no_exam
0077,0078,0079,0080,no_exam,no_exam,no_exam
0077,0078,0079,0080,no_exam,no_exam,no_exam
0120,0121,0122,0123,no_exam,no_exam,no_exam
0088,0093,0095,0097,no_exam,no_exam,no_exam
0129,0154,0160,0162,no_exam,no_exam,no_exam
0092,0093,0097,no_exam,no_exam,no_exam,no_exam
0120,0122,0123,no_exam,no_exam,no_exam,no_exam
0129,0154,0162,0174,no_exam,no_exam,no_exam
0110,0157,0159,0160,no_exam,no_exam,no_exam
0051,0052,0053,0054,0055,no_exam,no_exam
0120,0121,0123,0124,no_exam,no_exam,no_exam
0004,0005,0007,no_exam,no_exam,no_exam,no_exam
0149,0172,0173,0175,0176,0177,no_exam
0056,0058,0059,0062,no_exam,no_exam,no_exam
0031,0033,0038,no_exam,no_exam,no_exam,no_exam
0077,0090,0091,0092,0098,no_exam,no_exam
0056,0059,0060,0062,no_exam,no_exam,no_exam
0015,0086,0129,0154,0162,no_exam,no_exam
0114,0115,0116,0117,0119,no_exam,no_exam
0047,0048,0049,0050,no_exam,no_exam,no_exam
0077,0078,0079,0080,0081,no_exam,no_exam
0114,0115,0116,0117,0119,no_exam,no_exam
0129,0153,0154,0162,no_exam,no_exam,no_exam
0040,0042,0178,0180,no_exam,no_exam,no_exam
0145,0146,0148,0151,0161,no_exam,no_exam
0160,0162,0165,no_exam,no_exam,no_exam,no_exam
0056,0058,0062,no_exam,no_exam,no_exam,no_exam
0056,0059,0061,0062,no_exam,no_exam,no_exam
0086,0145,0146,0148,0151,no_exam,no_exam
0056,0058,0059,no_exam,no_exam,no_exam,no_exam
0056,0061,0062,no_exam,no_exam,no_exam,no_exam
0056,0061,0062,no_exam,no_exam,no_exam,no_exam
0160,0162,0165,no_exam,no_exam,no_exam,no_exam
0051,0052,0053,0054,0055,no_exam,no_exam
0087,0091,0096,no_exam,no_exam,no_exam,no_exam
0022,0023,0025,0026,0028,no_exam,no_exam
0051,0052,0053,0054,0055,no_exam,no_exam
0056,0058,0059,0060,no_exam,no_exam,no_exam
0056,0061,0062,no_exam,no_exam,no_exam,no_exam
0086,0145,0146,0148,0151,no_exam,no_exam
0093,0095,0097,no_exam,no_exam,no_exam,no_exam
0109,0120,0122,0123,0124,no_exam,no_exam
0056,0059,0060,0062,0086,no_exam,no_exam
0145,0146,0148,0151,no_exam,no_exam,no_exam
0004,0006,0007,no_exam,no_exam,no_exam,no_exam
0056,0058,0060,0062,no_exam,no_exam,no_exam
0036,0057,0059,0060,0061,no_exam,no_exam
0051,0052,0053,0054,0055,no_exam,no_exam
0057,0059,0060,0061,no_exam,no_exam,no_exam
0031,0033,no_exam,no_exam,no_exam,no_exam,no_exam
0051,0052,0053,0054,0055,no_exam,no_exam
0065,0100,0115,0151,0171,no_exam,no_exam
0129,0154,0162,0163,no_exam,no_exam,no_exam
0157,0159,0160,0162,no_exam,no_exam,no_exam
0056,0060,0061,no_exam,no_exam,no_exam,no_exam
0087,0091,0096,no_exam,no_exam,no_exam,no_exam
0088,0092,0097,0099,no_exam,no_exam,no_exam
0087,0091,0096,no_exam,no_exam,no_exam,no_exam
0088,0092,0098,0099,no_exam,no_exam,no_exam
0088,0090,0092,0093,no_exam,no_exam,no_exam
0088,0092,0093,0099,no_exam,no_exam,no_exam
0031,0033,0036,no_exam,no_exam,no_exam,no_exam
0060,0061,0062,no_exam,no_exam,no_exam,no_exam
0088,0092,0099,no_exam,no_exam,no_exam,no_exam
0065,0082,no_exam,no_exam,no_exam,no_exam,no_exam
0077,0078,0079,0080,0081,no_exam,no_exam
0056,0059,0061,0062,no_exam,no_exam,no_exam
0145,0146,0148,0151,0161,no_exam,no_exam
0004,0006,0007,no_exam,no_exam,no_exam,no_exam
0153,0157,0162,0164,no_exam,no_exam,no_exam
0033,0036,0106,no_exam,no_exam,no_exam,no_exam
0108,0129,0154,0162,no_exam,no_exam,no_exam
0077,0078,0079,0080,no_exam,no_exam,no_exam
0077,0078,0079,0080,no_exam,no_exam,no_exam
0077,0078,0079,0080,no_exam,no_exam,no_exam
0129,0159,0160,0162,no_exam,no_exam,no_exam
0004,0005,0006,0007,no_exam,no_exam,no_exam
0015,0033,0061,no_exam,no_exam,no_exam,no_exam
0056,0058,0059,no_exam,no_exam,no_exam,no_exam
0022,0023,0024,0026,0028,no_exam,no_exam
0114,0115,0116,0117,no_exam,no_exam,no_exam
0086,0145,0146,0148,0151,no_exam,no_exam
0031,0033,no_exam,no_exam,no_exam,no_exam,no_exam
0056,0061,0062,no_exam,no_exam,no_exam,no_exam
0086,0108,0120,0121,0122,no_exam,no_exam
0077,0078,0079,0080,no_exam,no_exam,no_exam
0057,0061,0062,0086,no_exam,no_exam,no_exam
0129,0159,0160,0162,no_exam,no_exam,no_exam
0057,0059,0060,0061,no_exam,no_exam,no_exam
0129,0154,0160,0162,no_exam,no_exam,no_exam
0114,0115,0116,0117,no_exam,no_exam,no_exam
0086,0129,0154,0162,no_exam,no_exam,no_exam
0088,0092,0093,0097,no_exam,no_exam,no_exam
0032,0033,0061,no_exam,no_exam,no_exam,no_exam
0032,0033,0042,no_exam,no_exam,no_exam,no_exam
0077,0078,0079,0080,no_exam,no_exam,no_exam
0056,0058,0060,0062,no_exam,no_exam,no_exam
0088,0090,0091,0096,0099,0180,no_exam
0088,0093,0095,0097,no_exam,no_exam,no_exam
0120,0121,0122,0123,0124,no_exam,no_exam
0109,0120,0121,0122,0123,no_exam,no_exam
0077,0078,0079,0080,no_exam,no_exam,no_exam
0090,0092,0096,0098,no_exam,no_exam,no_exam
0004,0005,0007,no_exam,no_exam,no_exam,no_exam
0077,0078,0079,0080,no_exam,no_exam,no_exam
0036,0082,0093,0095,0097,no_exam,no_exam
0090,0091,0096,0098,no_exam,no_exam,no_exam
0077,0078,0079,0080,0081,no_exam,no_exam
0022,0023,0025,0026,0028,no_exam,no_exam
0022,0023,0025,0026,0028,no_exam,no_exam
0093,0095,0097,no_exam,no_exam,no_exam,no_exam
0031,0033,no_exam,no_exam,no_exam,no_exam,no_exam
0077,0078,0079,0080,no_exam,no_exam,no_exam
0069,0071,0072,0077,no_exam,no_exam,no_exam
0056,0060,0061,0062,no_exam,no_exam,no_exam
0087,0090,0091,0096,no_exam,no_exam,no_exam
0036,0037,no_exam,no_exam,no_exam,no_exam,no_exam
0087,0090,0096,no_exam,no_exam,no_exam,no_exam
0004,0005,0007,no_exam,no_exam,no_exam,no_exam
0152,0157,0159,0160,0162,no_exam,no_exam
0129,0159,0162,no_exam,no_exam,no_exam,no_exam
0088,0093,0095,0096,no_exam,no_exam,no_exam
0037,0042,no_exam,no_exam,no_exam,no_exam,no_exam
0090,0093,0097,no_exam,no_exam,no_exam,no_exam
0114,0115,0116,0117,no_exam,no_exam,no_exam
0087,0091,0094,0180,no_exam,no_exam,no_exam
0006,0113,0161,no_exam,no_exam,no_exam,no_exam
0129,0154,0160,0162,no_exam,no_exam,no_exam
0056,0061,0062,no_exam,no_exam,no_exam,no_exam
0103,0145,0146,0148,0151,no_exam,no_exam
0077,0078,0079,0080,no_exam,no_exam,no_exam
0076,0131,0141,0142,0144,no_exam,no_exam
0129,0152,0154,0160,0162,no_exam,no_exam
0129,0154,0160,0162,no_exam,no_exam,no_exam
0036,0120,0121,0122,no_exam,no_exam,no_exam
0015,0145,0146,0148,0151,no_exam,no_exam
0038,0040,no_exam,no_exam,no_exam,no_exam,no_exam
0059,0061,0062,0086,no_exam,no_exam,no_exam
0086,0145,0146,0148,0151,no_exam,no_exam
0004,0005,0006,0007,no_exam,no_exam,no_exam
0063,0074,0138,0184,no_exam,no_exam,no_exam
0129,0161,0162,no_exam,no_exam,no_exam,no_exam
0122,0123,no_exam,no_exam,no_exam,no_exam,no_exam
0087,0090,0091,0098,no_exam,no_exam,no_exam
0122,0123,no_exam,no_exam,no_exam,no_exam,no_exam
0088,0093,0095,0097,no_exam,no_exam,no_exam
0004,0005,0007,no_exam,no_exam,no_exam,no_exam
0077,0078,0079,0080,no_exam,no_exam,no_exam
0086,0114,0115,0116,0117,no_exam,no_exam
0090,0091,0094,0095,no_exam,no_exam,no_exam
0088,0092,0095,no_exam,no_exam,no_exam,no_exam
0086,0129,0154,0160,0162,no_exam,no_exam
0090,0091,0094,0098,no_exam,no_exam,no_exam
0059,0060,0061,0062,no_exam,no_exam,no_exam
0056,0059,0061,0062,no_exam,no_exam,no_exam
0087,0090,0091,0098,no_exam,no_exam,no_exam
0114,0115,0116,0117,0119,no_exam,no_exam
0086,0129,0154,no_exam,no_exam,no_exam,no_exam
0152,0157,0159,0161,no_exam,no_exam,no_exam
0040,0042,0178,0180,no_exam,no_exam,no_exam
0086,0114,0115,0116,0117,no_exam,no_exam
0093,0097,no_exam,no_exam,no_exam,no_exam,no_exam
0145,0146,0148,0151,0153,no_exam,no_exam
0076,0131,0141,0142,0144,no_exam,no_exam
0120,0121,0123,0124,no_exam,no_exam,no_exam
0078,0087,0091,0094,0099,no_exam,no_exam
0043,0044,no_exam,no_exam,no_exam,no_exam,no_exam
0056,0058,0062,no_exam,no_exam,no_exam,no_exam
0022,0023,0025,0026,0028,no_exam,no_exam
0051,0052,0053,0054,0055,no_exam,no_exam
0145,0146,0148,0151,0153,no_exam,no_exam
0056,0061,0062,0129,no_exam,no_exam,no_exam
0077,0078,0079,0080,no_exam,no_exam,no_exam
0056,0061,0062,0086,no_exam,no_exam,no_exam
0016,0060,0061,0062,no_exam,no_exam,no_exam
0086,0145,0146,0148,0151,no_exam,no_exam
0008,0017,0067,no_exam,no_exam,no_exam,no_exam
0146,0157,0160,0162,no_exam,no_exam,no_exam
0012,0033,0061,no_exam,no_exam,no_exam,no_exam
0086,0146,0148,no_exam,no_exam,no_exam,no_exam
0031,0033,0036,no_exam,no_exam,no_exam,no_exam
0077,0078,0079,0080,no_exam,no_exam,no_exam
0129,0154,0162,no_exam,no_exam,no_exam,no_exam
0064,0131,0168,0169,no_exam,no_exam,no_exam
0129,0160,0162,no_exam,no_exam,no_exam,no_exam
0087,0091,0096,no_exam,no_exam,no_exam,no_exam
0088,0093,0095,0097,no_exam,no_exam,no_exam
0013,0145,0146,0148,0151,no_exam,no_exam
0006,0095,no_exam,no_exam,no_exam,no_exam,no_exam
0114,0115,0116,0117,no_exam,no_exam,no_exam
0056,0060,0061,0062,no_exam,no_exam,no_exam
0056,0058,0061,0062,no_exam,no_exam,no_exam
0093,0095,0097,no_exam,no_exam,no_exam,no_exam
0047,0048,0049,0050,0100,no_exam,no_exam
0056,0058,0060,0062,no_exam,no_exam,no_exam
0001,0002,0003,0065,no_exam,no_exam,no_exam
0056,0062,0086,no_exam,no_exam,no_exam,no_exam
0004,0005,0007,0040,no_exam,no_exam,no_exam
0036,0056,0058,0060,no_exam,no_exam,no_exam
0004,0005,0007,0147,no_exam,no_exam,no_exam
0001,0002,0003,0065,no_exam,no_exam,no_exam
0129,0160,0162,no_exam,no_exam,no_exam,no_exam
0088,0092,0095,0098,0099,no_exam,no_exam
0031,0036,0037,0039,0041,no_exam,no_exam
0087,0090,0091,no_exam,no_exam,no_exam,no_exam
0051,0052,0053,0054,0055,no_exam,no_exam
0004,0007,no_exam,no_exam,no_exam,no_exam,no_exam
0016,0152,0157,0162,no_exam,no_exam,no_exam
0031,0033,0042,no_exam,no_exam,no_exam,no_exam
0065,0115,0118,0151,0171,no_exam,no_exam
0045,0066,0108,0130,no_exam,no_exam,no_exam
0114,0115,0117,no_exam,no_exam,no_exam,no_exam
0091,0096,no_exam,no_exam,no_exam,no_exam,no_exam
0122,0123,0157,no_exam,no_exam,no_exam,no_exam
0001,0002,0003,0065,no_exam,no_exam,no_exam
0077,0078,0079,0080,no_exam,no_exam,no_exam
0077,0078,0079,0080,no_exam,no_exam,no_exam
0087,0090,0092,0095,no_exam,no_exam,no_exam
0146,0148,0151,0152,0171,no_exam,no_exam
0145,0146,0148,0151,0152,no_exam,no_exam
0154,0162,0165,no_exam,no_exam,no_exam,no_exam
0012,0033,0061,no_exam,no_exam,no_exam,no_exam
0077,0078,0079,0080,no_exam,no_exam,no_exam
0114,0115,0116,0117,0119,no_exam,no_exam
0077,0078,0079,0080,0081,no_exam,no_exam
0056,0058,0062,no_exam,no_exam,no_exam,no_exam
0136,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam
0006,0146,0178,0180,no_exam,no_exam,no_exam
0120,0122,0123,no_exam,no_exam,no_exam,no_exam
0129,0154,0157,0162,no_exam,no_exam,no_exam
0092,0094,0097,no_exam,no_exam,no_exam,no_exam
0077,0078,0079,0080,no_exam,no_exam,no_exam
0031,0061,no_exam,no_exam,no_exam,no_exam,no_exam
0086,0145,0146,0148,0151,no_exam,no_exam
0145,0146,0148,no_exam,no_exam,no_exam,no_exam
0063,0074,0138,0184,no_exam,no_exam,no_exam
0120,0121,0122,no_exam,no_exam,no_exam,no_exam
0086,0129,0154,0162,no_exam,no_exam,no_exam
0086,0129,0159,0162,no_exam,no_exam,no_exam
0077,0078,0079,0080,no_exam,no_exam,no_exam
0087,0090,0092,0098,no_exam,no_exam,no_exam
0077,0090,0091,0097,no_exam,no_exam,no_exam
0056,0058,0062,no_exam,no_exam,no_exam,no_exam
0065,0082,0083,0084,no_exam,no_exam,no_exam
0077,0078,0079,0080,no_exam,no_exam,no_exam
0114,0115,0116,0117,0119,no_exam,no_exam
0065,0082,0083,0084,no_exam,no_exam,no_exam
0077,0078,0079,0080,no_exam,no_exam,no_exam
0088,0090,0091,0096,no_exam,no_exam,no_exam
0120,0122,0123,no_exam,no_exam,no_exam,no_exam
0060,0061,0062,no_exam,no_exam,no_exam,no_exam
0127,0178,0179,0180,no_exam,no_exam,no_exam
0013,0047,0048,0049,0050,no_exam,no_exam
0061,0062,0086,no_exam,no_exam,no_exam,no_exam
0087,0088,0092,0096,no_exam,no_exam,no_exam
0077,0078,0079,0080,no_exam,no_exam,no_exam
0077,0078,0079,0080,0081,no_exam,no_exam
0120,0121,0123,0124,no_exam,no_exam,no_exam
0120,0121,0123,0124,no_exam,no_exam,no_exam
0038,0042,no_exam,no_exam,no_exam,no_exam,no_exam
0114,0115,0116,0117,0119,no_exam,no_exam
0114,0115,0116,0117,0119,no_exam,no_exam
0051,0052,0053,0054,0055,no_exam,no_exam
0114,0115,0116,0117,0119,no_exam,no_exam
0118,0129,0160,0162,no_exam,no_exam,no_exam
0086,0114,0115,0116,0117,no_exam,no_exam
0015,0120,0121,0122,0124,no_exam,no_exam
0120,0121,0122,0124,no_exam,no_exam,no_exam
0038,0061,no_exam,no_exam,no_exam,no_exam,no_exam
0009,0108,0130,0136,no_exam,no_exam,no_exam
0086,0114,0115,0116,0117,no_exam,no_exam
0087,0089,0090,0091,no_exam,no_exam,no_exam
0088,0090,0093,0095,no_exam,no_exam,no_exam
0145,0146,0148,0151,no_exam,no_exam,no_exam
0051,0052,0053,0054,0055,no_exam,no_exam
0033,0061,no_exam,no_exam,no_exam,no_exam,no_exam
0065,0082,0083,0084,0085,no_exam,no_exam
0040,0042,no_exam,no_exam,no_exam,no_exam,no_exam
0040,0042,0132,0178,0180,no_exam,no_exam
0031,0037,0039,no_exam,no_exam,no_exam,no_exam
0022,0023,0025,0026,0028,no_exam,no_exam
0114,0115,0116,0117,0119,no_exam,no_exam
0065,0082,0083,0084,0085,no_exam,no_exam
0008,0107,no_exam,no_exam,no_exam,no_exam,no_exam
0065,0082,0083,0084,no_exam,no_exam,no_exam
0058,0060,0062,no_exam,no_exam,no_exam,no_exam
0006,0163,no_exam,no_exam,no_exam,no_exam,no_exam
0183,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam
0008,0067,no_exam,no_exam,no_exam,no_exam,no_exam
0088,0091,0096,0098,no_exam,no_exam,no_exam
0120,0121,0122,no_exam,no_exam,no_exam,no_exam
0088,0092,0098,0099,no_exam,no_exam,no_exam
0129,0154,0160,0162,no_exam,no_exam,no_exam
0022,0023,0025,0026,no_exam,no_exam,no_exam
0022,0023,0025,0026,0028,no_exam,no_exam
0022,0023,0025,0026,0028,no_exam,no_exam
0004,0005,0006,0007,no_exam,no_exam,no_exam
0120,0121,0122,0124,no_exam,no_exam,no_exam
0074,0103,0138,0184,no_exam,no_exam,no_exam
0064,0131,no_exam,no_exam,no_exam,no_exam,no_exam
0086,0114,0115,0116,0117,no_exam,no_exam
0017,0018,0019,0020,0132,no_exam,no_exam
0087,0091,0096,no_exam,no_exam,no_exam,no_exam
0129,0153,0162,0163,no_exam,no_exam,no_exam
0145,0146,0148,0151,no_exam,no_exam,no_exam
0036,0053,0055,0106,no_exam,no_exam,no_exam
0088,0090,0091,0092,0103,no_exam,no_exam
0036,0093,0095,0181,no_exam,no_exam,no_exam
0120,0121,0122,no_exam,no_exam,no_exam,no_exam
0031,0039,no_exam,no_exam,no_exam,no_exam,no_exam
0013,0129,0160,0162,no_exam,no_exam,no_exam
0077,0078,0079,0080,0081,no_exam,no_exam
0004,0005,0007,no_exam,no_exam,no_exam,no_exam
0120,0124,no_exam,no_exam,no_exam,no_exam,no_exam
0031,0033,0036,no_exam,no_exam,no_exam,no_exam
0051,0052,0053,0054,0055,no_exam,no_exam
0004,0005,0007,no_exam,no_exam,no_exam,no_exam
0122,0157,0159,no_exam,no_exam,no_exam,no_exam
0092,0096,0098,no_exam,no_exam,no_exam,no_exam
0086,0129,0154,0162,no_exam,no_exam,no_exam
0004,0005,0007,no_exam,no_exam,no_exam,no_exam
0129,0154,0160,0162,no_exam,no_exam,no_exam
0006,0034,0035,0163,no_exam,no_exam,no_exam
0129,0154,0160,0162,no_exam,no_exam,no_exam
0121,0123,0124,no_exam,no_exam,no_exam,no_exam
0056,0059,0062,0156,no_exam,no_exam,no_exam
0090,0093,0095,no_exam,no_exam,no_exam,no_exam
0120,0121,0122,no_exam,no_exam,no_exam,no_exam
0069,0070,0071,0072,0073,no_exam,no_exam
0063,0074,0138,0184,no_exam,no_exam,no_exam
0004,0005,0006,0007,no_exam,no_exam,no_exam
0065,0115,0151,0171,no_exam,no_exam,no_exam
0150,0163,no_exam,no_exam,no_exam,no_exam,no_exam
0077,0078,0079,0080,no_exam,no_exam,no_exam
0090,0093,0097,no_exam,no_exam,no_exam,no_exam
0051,0052,0053,0054,0055,no_exam,no_exam
0090,0091,0092,0098,no_exam,no_exam,no_exam
0114,0115,0116,0117,0119,no_exam,no_exam
0051,0052,0053,0054,0055,no_exam,no_exam
0145,0146,0148,0151,no_exam,no_exam,no_exam
0051,0052,0053,0054,0055,no_exam,no_exam
0051,0052,0053,0054,0055,no_exam,no_exam
0051,0052,0053,0054,0055,no_exam,no_exam
0100,0145,0146,0148,0151,no_exam,no_exam
0114,0115,0116,0117,0119,no_exam,no_exam
0076,0131,0141,0142,0144,no_exam,no_exam
0077,0078,0079,0080,no_exam,no_exam,no_exam
0086,0145,0146,0148,no_exam,no_exam,no_exam
0145,0146,0148,0151,no_exam,no_exam,no_exam
0108,0145,0146,0148,0151,no_exam,no_exam
0069,0070,0071,0072,0073,no_exam,no_exam
0022,0023,0025,0026,0028,no_exam,no_exam
0047,0048,0049,0050,0108,no_exam,no_exam
0065,0155,no_exam,no_exam,no_exam,no_exam,no_exam
0022,0023,0026,0029,0065,no_exam,no_exam
0114,0115,0116,0117,0119,no_exam,no_exam
0086,0145,0146,0148,no_exam,no_exam,no_exam
0077,0078,0079,0080,no_exam,no_exam,no_exam
0065,0082,0083,0084,no_exam,no_exam,no_exam
0077,0078,0079,0080,0081,no_exam,no_exam
0018,0019,0020,no_exam,no_exam,no_exam,no_exam
0086,0145,0146,0148,0151,no_exam,no_exam
0009,0012,0066,0130,0136,no_exam,no_exam
0022,0023,0025,0026,0028,no_exam,no_exam
0051,0052,0053,0054,0055,no_exam,no_exam
0047,0048,0049,0050,0109,no_exam,no_exam
0022,0023,0025,0026,0028,no_exam,no_exam
0012,0045,0067,no_exam,no_exam,no_exam,no_exam
0010,0047,0048,0049,0050,no_exam,no_exam
0001,0002,0003,0065,no_exam,no_exam,no_exam
0114,0115,0116,0117,0119,no_exam,no_exam
0114,0115,0116,0117,0119,no_exam,no_exam
0022,0023,0025,0026,0028,no_exam,no_exam
0012,0112,0113,0139,0170,no_exam,no_exam
0077,0078,0079,0080,0081,no_exam,no_exam
0018,0019,0020,0021,no_exam,no_exam,no_exam
0145,0146,0148,0151,no_exam,no_exam,no_exam
0069,0070,0071,0072,0073,no_exam,no_exam
0077,0078,0079,0080,no_exam,no_exam,no_exam
0051,0052,0053,0054,0055,no_exam,no_exam
0022,0023,0025,0026,0028,no_exam,no_exam
0001,0002,0003,0065,no_exam,no_exam,no_exam
0112,0113,0139,0170,no_exam,no_exam,no_exam
0022,0023,0025,0026,0028,no_exam,no_exam
0051,0052,0053,0054,0055,no_exam,no_exam
0065,0082,0083,0084,0085,no_exam,no_exam
0065,0082,0085,no_exam,no_exam,no_exam,no_exam
0045,0140,no_exam,no_exam,no_exam,no_exam,no_exam
0065,0155,no_exam,no_exam,no_exam,no_exam,no_exam
0112,0114,0115,0116,0117,no_exam,no_exam
0077,0078,0079,0080,no_exam,no_exam,no_exam
0018,0019,0020,0021,no_exam,no_exam,no_exam
0086,0114,0115,0116,0117,no_exam,no_exam
0051,0052,0053,0054,0055,no_exam,no_exam
0145,0146,0148,0151,0161,no_exam,no_exam
0065,0115,0151,0171,no_exam,no_exam,no_exam
0051,0052,0053,0054,0055,no_exam,no_exam
0065,0082,0085,no_exam,no_exam,no_exam,no_exam
0069,0070,0071,0072,no_exam,no_exam,no_exam
0108,0145,0146,0148,0151,no_exam,no_exam
0022,0023,0025,0026,0028,no_exam,no_exam
0077,0078,0079,0080,no_exam,no_exam,no_exam
0063,0074,0138,0184,no_exam,no_exam,no_exam
0077,0078,0079,0080,no_exam,no_exam,no_exam
0022,0023,0024,0026,0028,no_exam,no_exam
0069,0070,0071,0072,0073,no_exam,no_exam
0100,0145,0146,0148,0151,no_exam,no_exam
no_exam,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam
0001,0002,0003,no_exam,no_exam,no_exam,no_exam
0022,0023,0024,0026,0028,no_exam,no_exam
0022,0023,0025,0026,0028,no_exam,no_exam
0051,0052,0053,0054,0055,no_exam,no_exam
0051,0052,0053,0054,0055,no_exam,no_exam
0022,0023,0025,0026,0028,no_exam,no_exam
0069,0070,0071,0072,0073,no_exam,no_exam
0065,0083,0105,no_exam,no_exam,no_exam,no_exam
0114,0115,0116,0117,0119,no_exam,no_exam
0051,0052,0053,0054,0055,no_exam,no_exam
0086,0114,0115,0116,0117,no_exam,no_exam
0112,0113,0139,0170,no_exam,no_exam,no_exam
0051,0052,0053,0054,0055,no_exam,no_exam
0145,0146,0148,0151,0160,no_exam,no_exam
0051,0052,0053,0054,0055,no_exam,no_exam
0145,0146,0148,0151,no_exam,no_exam,no_exam
0077,0078,0079,0080,no_exam,no_exam,no_exam
0077,0078,0079,0080,no_exam,no_exam,no_exam
0077,0078,0079,0080,no_exam,no_exam,no_exam
0086,0145,0146,0148,no_exam,no_exam,no_exam
0086,0114,0115,0116,0117,no_exam,no_exam
0051,0052,0053,0054,0055,no_exam,no_exam
0027,0037,0065,0118,no_exam,no_exam,no_exam
0076,0131,0141,0142,0144,no_exam,no_exam
0065,0082,0083,0084,no_exam,no_exam,no_exam
0077,0078,0079,0080,no_exam,no_exam,no_exam
0051,0052,0053,0054,0055,no_exam,no_exam
0077,0078,0079,0080,no_exam,no_exam,no_exam
0030,0149,0172,0173,0175,no_exam,no_exam
0022,0023,0026,0029,0065,no_exam,no_exam
0145,0146,0148,0151,0161,no_exam,no_exam
0064,0108,0131,0168,0169,no_exam,no_exam
0063,0074,0108,0138,0184,no_exam,no_exam
0077,0078,0079,0080,no_exam,no_exam,no_exam
0045,0066,0130,0136,no_exam,no_exam,no_exam
0070,0071,no_exam,no_exam,no_exam,no_exam,no_exam
0001,0002,0003,0065,no_exam,no_exam,no_exam
0065,0082,0085,no_exam,no_exam,no_exam,no_exam
0086,0126,0145,0146,0148,no_exam,no_exam
0013,0086,0145,0146,0148,no_exam,no_exam
0086,0126,0145,0146,0148,no_exam,no_exam
0086,0145,0146,0148,0151,no_exam,no_exam
0077,0078,0079,0080,0081,no_exam,no_exam
0063,0074,0138,0184,no_exam,no_exam,no_exam
0022,0023,0025,0026,0028,no_exam,no_exam
0051,0052,0053,0054,0055,no_exam,no_exam
0051,0052,0053,0054,0055,no_exam,no_exam
0051,0052,0053,0054,0055,no_exam,no_exam
0065,0115,0118,0151,no_exam,no_exam,no_exam
0010,0086,0145,0146,0148,no_exam,no_exam
0076,0131,0141,0142,0144,no_exam,no_exam
0077,0078,0079,0080,0081,no_exam,no_exam
0145,0146,0148,0151,no_exam,no_exam,no_exam
0076,0144,no_exam,no_exam,no_exam,no_exam,no_exam
0051,0052,0053,0054,0055,no_exam,no_exam
0051,0052,0053,0054,0055,no_exam,no_exam
0077,0078,0079,0080,0081,no_exam,no_exam
0018,0019,0020,0021,0133,no_exam,no_exam
0114,0115,0116,0117,0119,no_exam,no_exam
0145,0146,0148,0151,no_exam,no_exam,no_exam
0114,0115,0116,0117,0119,no_exam,no_exam
0051,0052,0053,0054,0055,no_exam,no_exam
0047,0048,0049,0050,no_exam,no_exam,no_exam
0077,0078,0079,0080,no_exam,no_exam,no_exam
0022,0023,0025,0026,0028,no_exam,no_exam
0086,0114,0115,0116,0117,no_exam,no_exam
0051,0052,0053,0054,0055,no_exam,no_exam
0051,0052,0053,0054,0055,no_exam,no_exam
0018,0019,0020,0021,0133,no_exam,no_exam
0053,0055,0106,0143,no_exam,no_exam,no_exam
0051,0052,0053,0054,0055,no_exam,no_exam
0021,0022,0023,0026,0028,no_exam,no_exam
0022,0023,0025,0026,0028,no_exam,no_exam
0076,0131,0141,0142,0144,no_exam,no_exam
0051,0052,0053,0054,0055,no_exam,no_exam
0114,0115,0116,0117,0119,no_exam,no_exam
0069,0070,0071,0072,0073,no_exam,no_exam
0065,0082,no_exam,no_exam,no_exam,no_exam,no_exam
0086,0114,0115,0116,0117,no_exam,no_exam
0076,0131,0141,0142,0144,no_exam,no_exam
0051,0052,0053,0054,0055,no_exam,no_exam
0076,0131,0141,0142,0144,no_exam,no_exam
0018,0019,0020,0021,no_exam,no_exam,no_exam
0086,0102,0145,0146,0148,no_exam,no_exam
0013,0145,0146,0148,0151,no_exam,no_exam
0077,0078,0079,0080,no_exam,no_exam,no_exam
0069,0070,0071,0072,0073,no_exam,no_exam
0015,0086,0145,0146,0148,no_exam,no_exam
0145,0146,0148,0151,no_exam,no_exam,no_exam
0114,0115,0116,0117,0119,no_exam,no_exam
0018,0019,0020,0021,no_exam,no_exam,no_exam
0077,0078,0079,0080,0081,no_exam,no_exam
0051,0052,0053,0054,0055,no_exam,no_exam
0022,0023,0025,0026,0028,no_exam,no_exam
0086,0145,0146,0148,0151,no_exam,no_exam
0114,0115,0116,0117,0119,no_exam,no_exam
