exam1,exam2,exam3,exam4,exam5,exam6,exam7,exam8,exam9,exam10,exam11
0067,0070,0216,0318,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam
0346,0350,0356,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam
0121,0124,0126,0370,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam
0058,0285,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam
0060,0061,0308,0404,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam
0004,0317,0356,0433,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam
0206,0219,0384,0392,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam
0003,0066,0214,0349,0432,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam
0161,0162,0249,0250,0344,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam
0163,0347,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam
0007,0008,0068,0346,0429,0434,no_exam,no_exam,no_exam,no_exam,no_exam
0060,0246,0408,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam
0246,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam
0329,0330,0331,0335,0377,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam
0205,0468,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam
0004,0214,0349,0433,0440,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam
0165,0232,0248,0250,0421,0475,no_exam,no_exam,no_exam,no_exam,no_exam
0417,0480,0481,0482,0483,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam
0178,0179,0180,0205,0418,0419,no_exam,no_exam,no_exam,no_exam,no_exam
0058,0420,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam
0285,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam
0440,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam
0060,0246,0408,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam
0462,0464,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam
0268,0273,0278,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam
0152,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam
0009,0070,0317,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam
0246,0317,0356,0426,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam
0285,0476,0484,0485,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam
0477,0484,0485,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam
0001,0023,0024,0426,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam
0178,0179,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam
0073,0074,0086,0109,0170,0363,no_exam,no_exam,no_exam,no_exam,no_exam
0317,0356,0429,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam
0019,0202,0373,0376,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam
0206,0318,0345,0346,0350,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam
0443,0462,0464,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam
0219,0384,0392,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam
0028,0032,0036,0315,0420,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam
0060,0061,0207,0306,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam
0085,0361,0425,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam
0462,0464,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam
0060,0246,0408,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam
0166,0188,0189,0190,0191,0192,no_exam,no_exam,no_exam,no_exam,no_exam
0207,0317,0356,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam
0160,0188,0189,0190,0191,0192,no_exam,no_exam,no_exam,no_exam,no_exam
0219,0384,0392,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam
0237,0404,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam
0009,0067,0069,0070,0160,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam
0260,0261,0262,0263,0264,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam
0318,0421,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam
0178,0180,0418,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam
0414,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam
0006,0215,0317,0319,0345,0347,no_exam,no_exam,no_exam,no_exam,no_exam
0285,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam
0219,0246,0383,0391,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam
0008,0009,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam
0028,0031,0032,0036,0315,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam
0425,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam
0121,0125,0127,0370,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam
0116,0292,0293,0294,0334,0373,no_exam,no_exam,no_exam,no_exam,no_exam
0120,0173,0371,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam
0171,0329,0330,0331,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam
0166,0249,0250,0421,0476,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam
0214,0315,0431,0440,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam
0160,0165,0248,0250,0344,0473,no_exam,no_exam,no_exam,no_exam,no_exam
0005,0007,0068,0215,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam
0006,0175,0350,0420,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam
0007,0008,0068,0160,0346,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam
0329,0330,0331,0377,0429,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam
0060,0246,0408,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam
0147,0246,0307,0308,0309,0314,no_exam,no_exam,no_exam,no_exam,no_exam
0268,0273,0278,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam
0188,0189,0190,0191,0192,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam
0015,0171,0295,0334,0373,0420,no_exam,no_exam,no_exam,no_exam,no_exam
0317,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam
0205,0260,0261,0262,0263,0264,no_exam,no_exam,no_exam,no_exam,no_exam
0243,0414,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam
0188,0189,0190,0191,0192,0420,no_exam,no_exam,no_exam,no_exam,no_exam
0018,0019,0202,0205,0376,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam
0246,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam
0205,0468,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam
0151,0152,0206,0442,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam
0058,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam
0151,0152,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam
0058,0281,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam
0402,0468,0469,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam
0005,0007,0068,0163,0215,0216,no_exam,no_exam,no_exam,no_exam,no_exam
0004,0160,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam
0005,0007,0008,0068,0215,0429,no_exam,no_exam,no_exam,no_exam,no_exam
0030,0032,0036,0214,0429,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam
0246,0317,0347,0356,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam
0243,0466,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam
0157,0214,0319,0356,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam
0215,0425,0433,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam
0096,0221,0224,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam
0138,0337,0362,0395,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam
0004,0067,0069,0070,0205,0215,no_exam,no_exam,no_exam,no_exam,no_exam
0205,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam
0018,0019,0202,0376,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam
0188,0189,0190,0191,0192,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam
0159,0207,0242,0429,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam
0204,0233,0237,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam
0005,0007,0068,0163,0285,0346,no_exam,no_exam,no_exam,no_exam,no_exam
0188,0189,0190,0191,0192,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam
0163,0345,0347,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam
0317,0345,0346,0356,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam
0004,0007,0319,0346,0434,0440,no_exam,no_exam,no_exam,no_exam,no_exam
0029,0031,0036,0349,0422,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam
0007,0009,0216,0347,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam
0246,0414,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam
0025,0030,0243,0419,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam
0453,0454,0455,0456,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam
0137,0138,0149,0362,0426,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam
0031,0032,0036,0246,0315,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam
0162,0165,0166,0250,0476,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam
0267,0268,0272,0273,0429,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam
0383,0391,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam
0319,0356,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam
0462,0464,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam
0205,0462,0464,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam
0005,0007,0068,0319,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam
0137,0138,0148,0149,0337,0362,no_exam,no_exam,no_exam,no_exam,no_exam
0227,0318,0345,0433,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam
0060,0061,0062,0246,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam
0001,0025,0033,0242,0355,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam
0228,0315,0356,0433,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam
0133,0207,0221,0239,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam
0216,0346,0356,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam
0005,0007,0068,0216,0319,0429,no_exam,no_exam,no_exam,no_exam,no_exam
0246,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam
0414,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam
0151,0152,0442,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam
0216,0346,0356,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam
0009,0285,0345,0346,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam
0004,0214,0349,0433,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam
0069,0070,0160,0346,0426,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam
0285,0473,0484,0485,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam
0329,0330,0331,0335,0377,0422,no_exam,no_exam,no_exam,no_exam,no_exam
0188,0189,0190,0191,0192,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam
0006,0356,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam
0006,0067,0069,0070,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam
0006,0356,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam
0268,0272,0273,0278,0429,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam
0215,0317,0345,0347,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam
0002,0065,0093,0276,0277,0429,no_exam,no_exam,no_exam,no_exam,no_exam
0087,0221,0224,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam
0345,0346,0421,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam
0009,0067,0070,0216,0434,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam
0005,0007,0068,0346,0429,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam
0087,0224,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam
0216,0246,0317,0345,0347,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam
0151,0152,0429,0442,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam
0031,0032,0034,0035,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam
0031,0032,0034,0035,0160,0315,no_exam,no_exam,no_exam,no_exam,no_exam
0028,0031,0032,0034,0315,0422,no_exam,no_exam,no_exam,no_exam,no_exam
0031,0032,0035,0036,0205,0214,no_exam,no_exam,no_exam,no_exam,no_exam
0005,0007,0068,0246,0319,0346,no_exam,no_exam,no_exam,no_exam,no_exam
0151,0152,0442,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam
0003,0004,0214,0349,0433,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam
0004,0070,0214,0433,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam
0161,0329,0330,0331,0377,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam
0214,0349,0416,0433,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam
0007,0008,0068,0216,0420,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam
0323,0327,0330,0331,0359,0377,no_exam,no_exam,no_exam,no_exam,no_exam
0166,0296,0297,0298,0299,0300,0303,0336,0374,no_exam,no_exam
0178,0179,0180,0418,0424,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam
0001,0087,0221,0224,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam
0214,0426,0433,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam
0249,0250,0344,0476,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam
0060,0061,0246,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam
0117,0118,0120,0173,0371,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam
0004,0205,0350,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam
0031,0032,0036,0349,0429,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam
0060,0246,0308,0408,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam
0285,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam
0184,0185,0186,0372,0397,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam
0215,0356,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam
0001,0217,0235,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam
0205,0468,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam
0166,0243,0294,0298,0299,0336,0374,no_exam,no_exam,no_exam,no_exam
0055,0101,0102,0103,0104,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam
0055,0101,0102,0103,0104,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam
0205,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam
0151,0152,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam
0260,0261,0262,0263,0264,0429,no_exam,no_exam,no_exam,no_exam,no_exam
0058,0285,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam
0058,0404,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam
0001,0211,0212,0429,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam
0004,0214,0349,0415,0433,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam
0184,0185,0187,0372,0397,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam
0188,0189,0190,0191,0192,0443,no_exam,no_exam,no_exam,no_exam,no_exam
0060,0246,0408,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam
0205,0319,0346,0347,0434,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam
0031,0032,0034,0315,0429,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam
0329,0330,0331,0377,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam
0028,0031,0032,0036,0315,0429,no_exam,no_exam,no_exam,no_exam,no_exam
0015,0016,0017,0171,0295,0334,0373,no_exam,no_exam,no_exam,no_exam
0055,0101,0102,0103,0104,0426,no_exam,no_exam,no_exam,no_exam,no_exam
0205,0402,0467,0469,0471,0472,no_exam,no_exam,no_exam,no_exam,no_exam
0110,0160,0188,0189,0190,0191,0192,no_exam,no_exam,no_exam,no_exam
0281,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam
0004,0214,0349,0425,0433,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam
0184,0185,0186,0187,0372,0397,no_exam,no_exam,no_exam,no_exam,no_exam
0184,0185,0186,0187,0372,0397,no_exam,no_exam,no_exam,no_exam,no_exam
0093,0267,0269,0431,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam
0060,0061,0285,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam
0004,0356,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam
0060,0061,0062,0246,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam
0404,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam
0151,0152,0442,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam
0067,0069,0070,0216,0284,0429,no_exam,no_exam,no_exam,no_exam,no_exam
0032,0036,0351,0426,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam
0068,0317,0346,0429,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam
0268,0273,0278,0432,0443,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam
0001,0158,0349,0433,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam
0171,0329,0330,0331,0377,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam
0246,0268,0278,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam
0260,0261,0262,0263,0264,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam
0121,0125,0370,0375,0429,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam
0414,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam
0206,0268,0273,0278,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam
0184,0185,0186,0187,0242,0372,0397,no_exam,no_exam,no_exam,no_exam
0184,0185,0186,0372,0397,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam
0006,0318,0345,0347,0420,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam
0058,0228,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam
0032,0036,0351,0422,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam
0404,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam
0281,0414,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam
0404,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam
0121,0123,0129,0370,0375,0429,no_exam,no_exam,no_exam,no_exam,no_exam
0443,0462,0464,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam
0087,0088,0221,0224,0429,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam
0423,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam
0178,0180,0418,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam
0104,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam
0067,0069,0070,0227,0284,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam
0004,0215,0356,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam
0018,0019,0171,0202,0376,0420,no_exam,no_exam,no_exam,no_exam,no_exam
0005,0007,0008,0068,0216,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam
0139,0140,0141,0142,0369,0420,no_exam,no_exam,no_exam,no_exam,no_exam
0171,0207,0326,0327,0328,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam
0285,0414,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam
0188,0189,0190,0191,0192,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam
0005,0007,0068,0346,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam
0151,0152,0285,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam
0005,0007,0008,0068,0440,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam
0028,0031,0032,0036,0315,0429,no_exam,no_exam,no_exam,no_exam,no_exam
0005,0007,0068,0216,0346,0429,no_exam,no_exam,no_exam,no_exam,no_exam
0281,0414,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam
0028,0034,0035,0351,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam
0443,0462,0464,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam
0058,0281,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam
0015,0171,0295,0334,0374,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam
0414,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam
0058,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam
0005,0007,0008,0068,0319,0346,0429,no_exam,no_exam,no_exam,no_exam
0246,0408,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam
0004,0214,0349,0426,0433,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam
0060,0246,0408,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam
0058,0285,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam
0245,0249,0250,0411,0476,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam
0160,0188,0189,0190,0191,0192,no_exam,no_exam,no_exam,no_exam,no_exam
0151,0152,0429,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam
0175,0177,0179,0180,0404,0417,0424,no_exam,no_exam,no_exam,no_exam
0057,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam
0004,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam
0085,0172,0242,0291,0323,0324,0361,no_exam,no_exam,no_exam,no_exam
0058,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam
0009,0345,0346,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam
0139,0140,0141,0142,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam
0184,0185,0186,0187,0372,0397,no_exam,no_exam,no_exam,no_exam,no_exam
0228,0268,0273,0278,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam
0160,0165,0248,0250,0419,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam
0414,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam
0216,0356,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam
0346,0351,0356,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam
0285,0476,0484,0485,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam
0055,0101,0102,0103,0104,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam
0285,0484,0485,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam
0207,0217,0234,0235,0237,0431,no_exam,no_exam,no_exam,no_exam,no_exam
0005,0007,0008,0216,0346,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam
0205,0402,0468,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam
0006,0318,0345,0346,0347,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam
0004,0214,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam
0057,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam
0165,0166,0248,0250,0476,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam
0067,0069,0070,0426,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam
0284,0285,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam
0217,0235,0246,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam
0151,0154,0442,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam
0204,0478,0479,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam
0027,0028,0031,0032,0034,0423,no_exam,no_exam,no_exam,no_exam,no_exam
0219,0384,0392,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam
0329,0330,0331,0335,0359,0377,no_exam,no_exam,no_exam,no_exam,no_exam
